gene_name	823-RNA_L8	824-RNA_L8	825-RNA_L8	826-RNA_L8	828-RNA_L8	829-RNA_L8	830-RNA_L8	831-RNA_L8	832-RNA_L8	835-RNA_L8	836-RNA_L8	839-RNA_L8	840-RNA_L8	841-RNA_L8	847-RNA_L8
ENSMUSG00000090796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090799.1	7	2	19	1	2	1	0	1	1	3	4	1	6	2	0	
ENSMUSG00000090801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090802.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090806.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090808.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090812.8	0	4	8	2	2	1	2	1	1	4	6	3	1	6	9	
ENSMUSG00000090816.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090817.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090818.1	0	0	0	0	1	0	3	0	0	1	0	0	2	2	2	
ENSMUSG00000090821.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090827.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090840.2	3	0	0	0	2	1	0	2	1	0	1	1	0	1	0	
ENSMUSG00000090841.1	37967	28301	55768	27535	36167	19409	34566	25222	39231	13519	14902	14144	13697	12064	11169	
ENSMUSG00000090843.2	0	0	0	1	0	3	3	1	5	1	4	0	1	1	0	
ENSMUSG00000090849.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090854.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090855.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090861.1	0	0	2	0	1	1	1	0	3	1	0	1	0	0	0	
ENSMUSG00000090862.3	8518	4707	12656	9055	4781	4970	10230	5317	10993	5805	9226	4932	6030	6631	7124	
ENSMUSG00000090863.1	34	18	42	24	23	2	33	18	49	53	52	35	37	29	64	
ENSMUSG00000090864.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090865.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090868.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090872.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090873.1	12	15	38	11	32	16	22	20	21	43	19	16	22	15	26	
ENSMUSG00000090874.2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	
ENSMUSG00000090877.3	1200	701	1133	370	1077	352	998	448	516	858	222	766	649	1590	347	
ENSMUSG00000090881.1	2	0	2	1	2	0	2	0	1	0	1	1	2	0	1	
ENSMUSG00000090882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090891.3	21	5	24	11	33	6	15	3	11	3	2	2	8	10	2	
ENSMUSG00000090892.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090894.3	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	
ENSMUSG00000090897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090919.6	3	5	10	2	6	1	1	3	2	2	2	3	0	3	1	
ENSMUSG00000090925.2	17	5	29	0	0	1	3	0	3	6	12	5	3	5	10	
ENSMUSG00000090927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090935.10	1547	903	1409	826	1245	660	1362	775	1218	752	1023	930	772	563	805	
ENSMUSG00000090936.2	24	3	17	10	6	3	12	8	8	11	11	3	10	4	22	
ENSMUSG00000090939.1	1	0	1	1	0	0	0	0	1	2	1	1	0	0	2	
ENSMUSG00000090941.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
ENSMUSG00000090942.1	1	0	5	3	12	2	2	2	0	2	18	2	7	0	2	
ENSMUSG00000090946.3	1648	907	1092	3051	2958	2223	1964	1742	2378	1685	1454	1516	1438	1846	1370	
ENSMUSG00000090947.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090951.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090952.2	72	40	117	37	28	37	83	32	57	59	53	20	48	29	66	
ENSMUSG00000090955.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090957.1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
ENSMUSG00000090958.2	178	105	301	185	166	40	98	30	79	65	130	119	92	151	108	
ENSMUSG00000090961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090963.2	35	14	48	15	29	29	30	24	33	21	24	23	25	19	14	
ENSMUSG00000090964.1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
ENSMUSG00000090965.1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	
ENSMUSG00000090966.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090967.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090968.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090981.4	14	8	36	36	15	7	19	11	19	28	15	12	24	22	41	
ENSMUSG00000090987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090990.1	41	16	52	5	24	8	16	9	35	7	13	9	8	4	5	
ENSMUSG00000090991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000090994.1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	2	
ENSMUSG00000090996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091002.2	9	1	3	7	8	0	6	1	7	2	1	4	7	1	5	
ENSMUSG00000091003.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091004.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
ENSMUSG00000091005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091006.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
ENSMUSG00000091007.1	4	1	5	2	6	0	2	1	1	2	1	6	2	0	7	
ENSMUSG00000091008.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091012.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091013.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091014.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091016.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091017.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091019.1	0	1	4	0	0	0	0	0	0	0	0	0	0	4	0	
ENSMUSG00000091020.3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
ENSMUSG00000091021.1	5	2	12	3	10	0	9	14	6	8	16	6	17	11	5	
ENSMUSG00000091022.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091027.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091028.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091034.8	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091041.1	2	0	2	0	1	0	0	0	0	0	0	1	1	1	0	
ENSMUSG00000091043.1	1	1	1	0	1	2	0	0	1	0	1	0	0	0	0	
ENSMUSG00000091045.8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091049.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091050.1	17	8	32	24	8	7	9	15	30	28	31	26	14	18	14	
ENSMUSG00000091053.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091055.2	0	1	0	0	0	0	0	1	4	57	138	33	82	16	67	
ENSMUSG00000091058.1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	
ENSMUSG00000091059.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091060.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
ENSMUSG00000091061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091071.2	3	2	3	0	0	0	3	2	1	2	2	7	3	4	3	
ENSMUSG00000091076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091077.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091078.1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
ENSMUSG00000091079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091080.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091083.4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	
ENSMUSG00000091086.1	67	45	79	53	40	16	38	36	50	37	80	42	49	40	81	
ENSMUSG00000091087.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091089.1	4	1	5	0	1	0	1	0	1	4	0	0	2	2	0	
ENSMUSG00000091091.2	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	
ENSMUSG00000091095.1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	
ENSMUSG00000091096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091101.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091102.1	4	1	7	3	7	4	1	7	4	4	5	5	1	4	2	
ENSMUSG00000091105.1	1	2	0	1	0	1	2	1	0	1	0	1	0	0	1	
ENSMUSG00000091109.1	1	0	0	0	2	0	0	1	0	2	0	1	1	1	0	
ENSMUSG00000091110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091117.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ENSMUSG00000091119.1	11	6	16	8	4	4	6	5	12	0	1	5	1	3	0	
ENSMUSG00000091122.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091123.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
ENSMUSG00000091129.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091131.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091133.1	0	0	1	1	0	0	2	0	0	0	2	3	1	3	1	
ENSMUSG00000091135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091144.2	30	19	51	40	32	27	39	42	46	39	41	27	30	33	55	
ENSMUSG00000091146.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091147.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
ENSMUSG00000091148.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091149.1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	
ENSMUSG00000091151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091154.2	0	0	1	2	0	0	0	0	1	0	0	0	1	0	2	
ENSMUSG00000091155.1	0	3	13	6	1	0	1	2	3	10	9	9	2	3	3	
ENSMUSG00000091157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091159.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ENSMUSG00000091160.1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	
ENSMUSG00000091163.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091172.1	1	0	8	2	1	0	0	2	1	0	1	0	1	0	1	
ENSMUSG00000091174.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091175.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091177.2	0	0	7	0	1	0	2	0	1	2	0	0	0	0	0	
ENSMUSG00000091183.5	30	11	37	19	12	12	44	19	25	32	26	26	8	14	15	
ENSMUSG00000091184.1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	
ENSMUSG00000091185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091189.1	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	
ENSMUSG00000091191.1	9	1	14	14	43	6	9	6	9	12	18	11	13	3	9	
ENSMUSG00000091192.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
ENSMUSG00000091193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091194.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ENSMUSG00000091195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091199.9	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	
ENSMUSG00000091204.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091205.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091212.1	5	0	0	0	0	0	0	0	0	1	0	0	4	0	0	
ENSMUSG00000091215.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091216.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091221.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091223.2	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	
ENSMUSG00000091227.1	3	0	1	5	3	1	1	13	2	4	3	0	0	0	1	
ENSMUSG00000091228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091230.1	3	1	0	0	0	1	1	1	0	13	0	1	2	10	13	
ENSMUSG00000091233.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
ENSMUSG00000091237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091238.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091239.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091243.1	69	32	114	29	53	2	29	10	26	38	35	43	40	10	30	
ENSMUSG00000091248.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091255.1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	
ENSMUSG00000091259.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091264.2	442	272	483	255	390	202	396	217	306	202	246	229	196	254	227	
ENSMUSG00000091268.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091269.1	0	0	2	1	4	4	0	1	4	4	2	0	1	7	0	
ENSMUSG00000091272.2	1	0	0	0	0	1	0	0	1	1	0	2	0	2	0	
ENSMUSG00000091273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091275.1	5	4	8	1	9	2	1	0	0	0	0	2	1	0	0	
ENSMUSG00000091277.1	7	3	8	2	6	6	11	4	12	10	4	6	7	2	12	
ENSMUSG00000091280.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091281.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091283.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091285.1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	
ENSMUSG00000091286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091288.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091292.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091297.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
ENSMUSG00000091304.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091306.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
ENSMUSG00000091307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091311.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ENSMUSG00000091312.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091313.1	2	0	7	2	2	2	0	0	0	0	1	1	2	0	0	
ENSMUSG00000091315.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
ENSMUSG00000091318.2	2	0	0	1	0	0	0	0	0	1	1	0	1	0	2	
ENSMUSG00000091325.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091326.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091329.2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
ENSMUSG00000091336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091337.3	1155	672	1440	769	636	379	772	470	839	563	691	731	535	376	683	
ENSMUSG00000091345.9	15	8	28	43	36	6	47	13	69	24	36	19	18	13	15	
ENSMUSG00000091347.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091351.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	
ENSMUSG00000091355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091358.2	6	0	2	0	4	0	0	0	3	2	2	1	1	1	2	
ENSMUSG00000091361.2	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	
ENSMUSG00000091363.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091366.1	0	4	1	1	1	0	1	0	0	12	4	1	6	1	3	
ENSMUSG00000091367.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091368.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091370.1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	
ENSMUSG00000091373.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091376.1	5	0	0	0	0	0	1	0	0	2	0	1	2	37	0	
ENSMUSG00000091378.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091381.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091383.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091386.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091387.1	18	4	24	78	42	173	30	43	52	196	197	114	167	80	130	
ENSMUSG00000091390.1	1	0	2	0	1	0	0	1	0	1	0	0	0	1	0	
ENSMUSG00000091393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091396.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091401.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091402.7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091405.2	1	5	13	1	10	2	3	3	5	4	3	8	2	2	6	
ENSMUSG00000091407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091408.3	5	4	8	3	25	1	9	6	5	25	9	8	4	19	31	
ENSMUSG00000091410.1	0	0	2	2	0	0	3	2	0	5	0	0	1	0	1	
ENSMUSG00000091411.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091412.1	0	0	1	0	1	6	0	0	0	4	1	1	4	2	1	
ENSMUSG00000091415.5	0	0	2	1	1	0	3	2	0	2	4	0	0	1	2	
ENSMUSG00000091416.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091418.2	3	1	3	0	1	0	0	0	0	1	0	0	0	0	0	
ENSMUSG00000091419.2	0	0	2	1	0	2	1	1	1	0	1	0	2	0	0	
ENSMUSG00000091421.3	18	13	6	14	42	21	28	15	23	57	31	46	48	32	40	
ENSMUSG00000091422.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091423.1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091425.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091426.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
ENSMUSG00000091429.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091430.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
ENSMUSG00000091435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091438.1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ENSMUSG00000091441.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091443.1	0	1	3	0	0	0	1	1	2	0	3	2	1	0	0	
ENSMUSG00000091449.2	16	4	11	12	6	8	8	21	24	4	5	13	0	5	2	
ENSMUSG00000091450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091453.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091455.3	6	3	7	2	1	0	2	2	0	2	1	1	1	0	0	
ENSMUSG00000091457.1	3	0	1	7	0	1	1	0	2	10	6	2	0	1	5	
ENSMUSG00000091459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091460.2	38	34	60	51	46	12	64	41	43	25	54	40	38	22	40	
ENSMUSG00000091462.1	2	1	6	2	2	2	1	1	3	1	5	2	1	0	1	
ENSMUSG00000091466.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091468.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091472.2	1	1	6	0	1	0	1	0	0	1	3	0	0	1	0	
ENSMUSG00000091474.2	133	85	167	83	103	58	126	69	132	166	207	122	145	111	127	
ENSMUSG00000091475.2	17	7	36	17	15	8	21	4	17	5	5	4	5	4	0	
ENSMUSG00000091476.6	61	40	63	13	21	8	17	14	10	6	5	9	5	5	10	
ENSMUSG00000091477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091478.2	6	6	0	14	8	2	8	8	2	8	6	12	2	16	6	
ENSMUSG00000091479.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091487.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091490.3	0	0	0	0	3	0	1	0	1	0	2	0	1	0	0	
ENSMUSG00000091491.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
ENSMUSG00000091492.1	77	49	65	9	26	24	66	44	71	22	31	42	22	11	24	
ENSMUSG00000091494.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091496.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091498.4	6	6	6	0	9	2	12	2	4	1	6	2	2	4	6	
ENSMUSG00000091504.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSMUSG00000091507.1	1	0	1	0	0	4	1	1	0	2	2	1	0	4	1	
ENSMUSG00000091509.7	57	37	79	53	32	31	68	71	69	50	93	43	42	31	50	
